DescricaoObraServico,CodigoObraServico,NumeroContrato,NomeOrgao,CidadeSedeOrgao,TipoSituacaoObra,AndamentoObraServico,NomeCredor,TipoIntervencao,TipoSetorBeneficiario,TipoRegimeExecução,TipoObraServico,TipoAcaoEngenharia,TipoCategoriaObraServico,Latitude,Longitude,CidadeObra,Populacao,CodigoIBGE,DataColeta,ValorOriginalContrato,AnoInicioObra,ValorMedicoes,ValorReajustes,ValorAditado,ValorTotalContrato,DiasAditados,DiasParalisados,DiasOriginaisContrato,ValorSuprimido
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUTAR TODAS AS ATIVIDADES INERENTES À CONSTRUÇÃO DE PRAÇA PÚBLICA EM FRENTE A UNIDADE MISTA DE SAÚDE DO MUNÍCIPIO DE MONTANHAS/RN.,417.006.2021,,PREFEITURA MUNICIPAL DE MONTANHAS,MONTANHAS,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.4856,-35.28148,MONTANHAS,11413,2407708,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DE ENGENHARIA E CONTRUÇÃO CIVIL PARA REALIZAÇÃO DA OBRA DA 1º ETAPA DA CONSTRUÇÃO DE PRAÇA NA AV. MONSENHOR WALFREGO GURGEL, CENTRO DE UMARIZAL-RN.",495.002.2021,,PREFEITURA MUNICIPAL DE UMARIZAL,UMARIZAL,CADASTRADA,NÃO REGISTRADO,,OUTROS,TURISMO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-5.98481,-37.81305,UMARIZAL,10659,2414506,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"REFORMA E AMPLIAÇÃO DOS POSTOS DE SAÚDE DAS COMUNIDADES VACA BRAVA, BULHÕES E GARGALHEIRAS, NA ZONA RURAL DO MUNICÍPIO DE ACARI/RN",337.003.2021,,PREFEITURA MUNICIPAL DE ACARI,ACARI,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,POSTO DE SAÚDE,OBRA,SAÚDE,-6.42453,-36.60773,ACARI,11035,2400109,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"REFORMA E AMPLIAÇÃO DOS POSTOS DE SAÚDE DAS COMUNIDADES VACA BRAVA, BULHÕES E GARGALHEIRAS, NA ZONA RURAL DO MUNICÍPIO DE ACARI/RN",337.003.2021,,PREFEITURA MUNICIPAL DE ACARI,ACARI,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,POSTO DE SAÚDE,OBRA,SAÚDE,-6.38489,-36.57861,ACARI,11035,2400109,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
RECUPERAÇÃO DAS ARQUIBANCADAS NO CAMPO DE FUTEBOL JOSÉ ALVES DE MOURA.,447.009.2021,,PREFEITURA MUNICIPAL DE RUY BARBOSA,RUY BARBOSA,CADASTRADA,NÃO REGISTRADO,,OUTROS,ADMINISTRAÇÃO CENTRAL,EXECUÇÃO DIRETA,ESTÁDIO,OBRA,ESPORTE E LAZER,-5.885,-35.93787,RUY BARBOSA,3595,2411106,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DOS SERVIÇOS DE MANUTENÇÃO (REFORÇO) DO MURO E RECUPERAÇÃO DAS ARQUIBANCADAS NO CAMPO DE FUTEBOL JOSÉ ALVES DE MOURA.,447.002.2021,,PREFEITURA MUNICIPAL DE RUY BARBOSA,RUY BARBOSA,CADASTRADA,NÃO REGISTRADO,,MANUTENÇÃO,AÇÃO SOCIAL,EXECUÇÃO DIRETA,REPARAÇÃO,SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-5.88641,-35.93895,RUY BARBOSA,3595,2411106,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DOS SERVIÇOS DE MANUTENÇÃO (REFORÇO) DO MURO E RECUPERAÇÃO DAS ARQUIBANCADAS NO CAMPO DE FUTEBOL JOSÉ ALVES DE MOURA.,447.002.2021,,PREFEITURA MUNICIPAL DE RUY BARBOSA,RUY BARBOSA,CADASTRADA,NÃO REGISTRADO,,MANUTENÇÃO,AÇÃO SOCIAL,EXECUÇÃO DIRETA,REPARAÇÃO,SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-5.88641,-35.93895,RUY BARBOSA,3595,2411106,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
EXECUÇÃO DOS SERVIÇOS DE MELHORIAS SANITÁRIAS DOMICILIARES NO MUNICÍPIO DE CARNAUBAIS/RN,358.002.2021,,PREFEITURA MUNICIPAL DE CARNAUBAIS,CARNAUBAIS,CADASTRADA,NÃO REGISTRADO,,CONSTRUÇÃO,SAÚDE,EXECUÇÃO INDIRETA,MÓDULO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-5.33711,-36.83098,CARNAUBAIS,9762,2402501,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"REFORMA E AMPLIAÇÃO DOS POSTOS DE SAÚDE DAS COMUNIDADES VACA BRAVA, BULHÕES E GARGALHEIRAS, NA ZONA RURAL DO MUNICÍPIO DE ACARI/RN",337.001.2021,,PREFEITURA MUNICIPAL DE ACARI,ACARI,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,POSTO DE SAÚDE,OBRA,SAÚDE,-6.42359,-36.61002,ACARI,11035,2400109,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
PAVIMENTAÇÃO A PARALELEPIPEDO PELO METODO CONVENCIONAL EM DIVERSAS RUAS DO BAIRRO NOVA JERUSALEM NO MUNICIPIO DE BODÓ/RN,352.001.2021,,PREFEITURA MUNICIPAL DE BODÓ,BODÓ,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,RODOVIA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.985,-36.41458,BODÓ,2425,2401651,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONSTRUÇÃO DE UMA BASE DE CONCRETO ARMADO PARA CAIXA D'ÁGUA DE 20.000L NA COMUNIDADE DE ACAUÃ,388.004.2021,,PREFEITURA MUNICIPAL DE ITAJÁ,ITAJÁ,INICIADA,NÃO REGISTRADO,,CONSTRUÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,SISTEMA DE ABASTECIMENTO D’ÁGUA,OBRA,SANEAMENTO BÁSICO,-5.66228,-36.87442,ITAJÁ,6932,2404853,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONTRATAÇÃO DE EMPRESA PARA REFORMA E AMPLICAÇÃO DA QUADRA DO BAIRRO SÃO FRANCISCO COM REVITALIZALÇÃO DO SEU ENTORNO E INSTALAÇÃO DE UMA ACADEMIA DA TERCEIRA IDEDA. CONFORME TOMADA DE PREÇO 075/2020 E CT 256/2020,345.003.2021,,PREFEITURA MUNICIPAL DE ALTO DO RODRIGUES,ALTO DO RODRIGUES,CADASTRADA,NÃO REGISTRADO,,REFORMA E AMPLIAÇÃO,ESPORTE,EXECUÇÃO DIRETA,GINÁSIO POLIESPORTIVO,OBRA,ESPORTE E LAZER,-5.30011,-36.75764,ALTO DO RODRIGUES,12305,2400703,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"PAVIMENTAÇÃO À PARALELEPÍPEDO PELO MÉTODO CONVENCIONAL NAS RUAS: LEÔNIDAS LEÔNCIO MAIA, JOSE SAMUEL BEZERRA E VENERANDA DAVI - SERRA DO MEL –RN.",472.002.2021,,PREFEITURA MUNICIPAL DE SERRA DO MEL,SERRA DO MEL,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.17438,-37.04075,SERRA DO MEL,10287,2413359,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"PAVIMENTAÇÃO À PARALELEPÍPEDO PELO MÉTODO CONVENCIONAL NAS RUAS: LEÔNIDAS LEÔNCIO MAIA, JOSE SAMUEL BEZERRA E VENERANDA DAVI - SERRA DO MEL –RN.",472.002.2021,,PREFEITURA MUNICIPAL DE SERRA DO MEL,SERRA DO MEL,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.17438,-37.04075,SERRA DO MEL,10287,2413359,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
PAVIMENTAÇÃO ASFÁLTICA EM DIVERSAS RUAS DO MUNICÍPIO DE MONTE ALEGRE/RN,413.001.2021,,PREFEITURA MUNICIPAL DE MONTE ALEGRE,MONTE ALEGRE,INICIADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.07436,-35.33689,MONTE ALEGRE,20685,2407807,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONSTRUÇÃO DA PRAÇA DE EVENTOS NO MUNICÍPIO DE SERRA NEGRA DO NORTE-RN,475.001.2021,,PREFEITURA MUNICIPAL DE SERRA NEGRA DO NORTE,SERRA NEGRA DO NORTE,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.66712,-37.40264,SERRA NEGRA DO NORTE,7770,2413409,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO, REPOSIÇÃO DE TRECHOS DA REDE DE ESGOSTO, INCLUSIVE CAIXAS DE INSPEÇÃO DO SISTEMA DE ÁGUAS SERVIDA.",336.003.2021,,PREFEITURA MUNICIPAL DE AREIA BRANCA,AREIA BRANCA,INICIADA,NÃO REGISTRADO,,OUTROS,LIMPEZA PÚBLICA,EXECUÇÃO INDIRETA,CANAL,OBRA,SANEAMENTO BÁSICO,-4.95727,-37.13383,AREIA BRANCA,25315,2401107,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONTRATAÇÃO DE EMPRESA PARA PAVIMENTAÇÃO CONSTRUÇÃO DE PAVIMENTAÇÃO A PARALELEPIPEDO REJUNTADO COM PEDRISCO E BETUME NA ZONA URBANA E RURAL DO MUNICÍPIO DE ALTO DO RODRIGUES. CONFORME TP 06/2020 E CT 254/2020,345.002.2021,,PREFEITURA MUNICIPAL DE ALTO DO RODRIGUES,ALTO DO RODRIGUES,CADASTRADA,NÃO REGISTRADO,,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO DIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.30935,-36.77072,ALTO DO RODRIGUES,12305,2400703,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
EXECUÇÃO DOS SERVIÇOS DE MELHORIAS SANITÁRIAS DOMICILIARES NO MUNICÍPIO DE CARNAUBAIS/RN,703.001.2021,,FUNDO DE SAÚDE DE CARNAUBAIS,CARNAUBAIS,CADASTRADA,NÃO REGISTRADO,,CONSTRUÇÃO,SAÚDE,EXECUÇÃO INDIRETA,MÓDULO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-5.33985,-36.83167,CARNAUBAIS,9762,2402501,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONSTRUÇÃO DA QUADRA DE ESPORTES DA PRAÇA DE EVENTOS NO MUNICÍPIO DE SERRA NEGRA DO NORTE/RN,475.002.2021,,PREFEITURA MUNICIPAL DE SERRA NEGRA DO NORTE,SERRA NEGRA DO NORTE,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.66712,-37.40264,SERRA NEGRA DO NORTE,7770,2413409,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"CONSTRUÇÃO CIVIL PARA A EXECUÇÃO DAS OBRAS/SERVIÇOS DE PAVIMENTAÇÃO A PARALELEPÍPEDO PELO MÉTODO CONVENCIONAL E DRENAGEM SUPERFICIAL, NAS RUAS DO MATADOURO E PAULO PEREIRA DE LIMA, TRECHO DA RUA N. S. DA CONCEIÇÃO E TRAV. SEN. GEORGINO AVELINO (LATERAL DO CAMPO) TODAS NA ZONA URBANA NO MUNICÍPIO.",457.003.2021,,PREFEITURA MUNICIPAL DE SERRA CAIADA,SERRA CAIADA,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.10805,-35.7141,SERRA CAIADA,8768,2410306,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA CIVIL PARA CONSTRUÇÃO DE DRENAGEM SUPERFICIAL COM PAVIMENTAÇÃO EM PARALELEPÍPEDOS DE DIVERSAS RUAS NO MUNICÍPIO DE SÃO RAFAEL/RN,480.002.2021,,PREFEITURA MUNICIPAL DE SÃO RAFAEL,SÃO RAFAEL,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.7909,-36.81931,SÃO RAFAEL,8111,2412807,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA CIVIL PARA CONSTRUÇÃO DE DRENAGEM SUPERFICIAL COM PAVIMENTAÇÃO EM PARALELEPÍPEDOS DE DIVERSAS RUAS NO MUNICÍPIO DE SÃO RAFAEL/RN,480.002.2021,,PREFEITURA MUNICIPAL DE SÃO RAFAEL,SÃO RAFAEL,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.89472,-36.87561,SÃO RAFAEL,8111,2412807,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONTRATAÇÃO DE EMPRESA PARA PAVIMENTAÇÃO ASFÁLTICA NA ZONA URBANA E RURAL DO MUNICÍPIO DE ALTO DO RODRIGUES. CONFORME TP 061/2020 E CT 268/2020,345.001.2021,,PREFEITURA MUNICIPAL DE ALTO DO RODRIGUES,ALTO DO RODRIGUES,CADASTRADA,NÃO REGISTRADO,,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.30125,-36.76462,ALTO DO RODRIGUES,12305,2400703,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"CONSTRUÇÃO DE EDIFÍCIO DA ACADEMIA DA SAÚDE, MODALIDADE AMPLIADA NA SEDE DO MUNICÍPIO DE PASSAGEM/RN",432.001.2021,,PREFEITURA MUNICIPAL DE PASSAGEM,PASSAGEM,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,HOSPITAL,OBRA,SAÚDE,-6.27647,-35.37606,PASSAGEM,2895,2409209,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
COMPLEMENTAÇÃO DA CONSTRUÇÃO DA QUADRA DESCOBERTA DA COMUNIDADE DO SEIXO,432.002.2021,,PREFEITURA MUNICIPAL DE PASSAGEM,PASSAGEM,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO DIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.31504,-35.39102,PASSAGEM,2895,2409209,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
PAVIMENTAÇÃO E DRENAGEM DE RUAS,391.004.2021,,PREFEITURA MUNICIPAL DE JANDAÍRA,JANDAÍRA,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.35508,-36.12249,JANDAÍRA,6801,2405108,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
PAVIMENTAÇÃO E DRENAGEM DE RUAS,391.004.2021,,PREFEITURA MUNICIPAL DE JANDAÍRA,JANDAÍRA,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.35453,-36.12248,JANDAÍRA,6801,2405108,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA SERVIÇOS DE REFORMA DO HOSPITAL PAULINA TARGINO, NO MUNICIPIO DE MESSIAS TARGINO - RN",420.002.2021,,PREFEITURA MUNICIPAL DE MESSIAS TARGINO,MESSIAS TARGINO,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,HOSPITAL,OBRA,SAÚDE,-6.07889,-37.51389,MESSIAS TARGINO,4188,2407609,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
AMPLIAÇÃO DO BALNEÁRIO PÚBLICO MUNICIPAL,482.001.2021,,PREFEITURA MUNICIPAL DE SANTANA DO SERIDO,SANTANA DO SERIDÓ,CADASTRADA,NÃO REGISTRADO,,AMPLIAÇÃO,ESPORTE,EXECUÇÃO INDIRETA,ADAPTAÇÃO,SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.76913,-36.73496,SANTANA DO SERIDÓ,2526,2411429,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
AMPLIAÇÃO DO BALNEÁRIO PÚBLICO MUNICIPAL,482.001.2021,,PREFEITURA MUNICIPAL DE SANTANA DO SERIDO,SANTANA DO SERIDÓ,CADASTRADA,NÃO REGISTRADO,,AMPLIAÇÃO,ESPORTE,EXECUÇÃO INDIRETA,ADAPTAÇÃO,SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.76913,-36.73496,SANTANA DO SERIDÓ,2526,2411429,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"CONSTRUÇÃO DE EDIFÍCIO DA ACADEMIA DA SAÚDE, MODALIDADE AMPLIADA NA SEDE DO MUNICÍPIO DE PASSAGEM/RN",432.003.2021,,PREFEITURA MUNICIPAL DE PASSAGEM,PASSAGEM,CADASTRADA,NÃO REGISTRADO,,CONSTRUÇÃO,SAÚDE,EXECUÇÃO INDIRETA,HOSPITAL,OBRA,SAÚDE,-6.27648,-35.37609,PASSAGEM,2895,2409209,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
REFORMA E RECUPERAÇÃO DO MERCADO PUBLICO DA CIDADE (ADITIVO),423.003.2021,,PREFEITURA MUNICIPAL DE NOVA CRUZ,NOVA CRUZ,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.4777,-35.41175,NOVA CRUZ,35490,2408300,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA SERVIÇOS DE REFORMA DO HOSPITAL PAULINA TARGINO, NO MUNICIPIO DE MESSIAS TARGINO - RN",757.001.2021,,FUNDO DE SAÚDE DE MESSIAS TARGINO,MESSIAS TARGINO,CADASTRADA,NÃO REGISTRADO,,AMPLIAÇÃO,SAÚDE,EXECUÇÃO DIRETA,HOSPITAL,OBRA,SAÚDE,-6.07889,-37.51389,MESSIAS TARGINO,4188,2407609,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DOS SERVIÇOS DE PAVIMENTAÇÃO EM PARALELEPÍPEDO PELO MÉTODO CONVENCIONAL EM DIVERSAS RUAS DO MUNICÍPIO DE AREIA BRANCA/RN.,336.004.2021,,PREFEITURA MUNICIPAL DE AREIA BRANCA,AREIA BRANCA,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-4.95498,-37.12592,AREIA BRANCA,25315,2401107,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
DRENAGEM SUPERFICIAL E PAVIMENTAÇÃO DE RUAS NO BAIRRO NOVA PATU E CIDADE DO SOL,433.002.2021,,PREFEITURA MUNICIPAL DE PATU,PATU,INICIADA,NÃO REGISTRADO,,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.11817,-37.64222,PATU,11964,2409308,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"CONSTRUÇÃO DE PAVIMENTAÇÃO EM PARALELEPÍPEDO COM DRENAGEM SUPERFICIAL E CALÇADAS DAS RUAS ANTÔNIO ROMUALDO, SEVERINO GRANJEIRO DINIZ, TRAVESSA AUGUSTO ALVES E SEVERINO M. ARAÚJO NA ZONA URBANA DO MUNICÍPIO DE EQUADOR/RN",,,PREFEITURA MUNICIPAL DE EQUADOR,EQUADOR,PENDENTE DE ENVIO,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.94344,-36.71458,EQUADOR,5822,2403400,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONSTRUÇÃO DE ACADEMIA DE SAÚDE - NÍVEL INTERMEDIÁRIO,386.001.2021,,PREFEITURA MUNICIPAL DE IPANGUAÇU,IPANGUAÇU,CADASTRADA,NÃO REGISTRADO,,CONSTRUÇÃO,SAÚDE,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-5.51452,-36.86165,IPANGUAÇU,13856,2404705,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"PAVIMENTAÇÃO COM DRENAGEM SUPERFICIAL DAS RUAS BERTO SABINO, FRANCISCO DAS CHAGAS, CAETANO SIMÃO E NICOLAU BEZERRA",372.001.2021,,PREFEITURA MUNICIPAL DE EQUADOR,EQUADOR,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.89371,-36.63666,EQUADOR,5822,2403400,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"CONSTRUÇÃO DE EDIFÍCIO DA ACADEMIA DA SAÚDE, MODALIDADE AMPLIADA NA SEDE DO MUNICÍPIO DE PASSAGEM/RN",773.001.2021,,FUNDO DE SAÚDE DE PASSAGEM,PASSAGEM,CADASTRADA,NÃO REGISTRADO,,CONSTRUÇÃO,SAÚDE,EXECUÇÃO INDIRETA,HOSPITAL,OBRA,SAÚDE,-6.27649,-35.37606,PASSAGEM,2895,2409209,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
MELHORIA E PINTURA DA UNIDADE MISTA DE SAÚDE DO MUNICÍPIO DE MARTINS/RN,414.002.2021,,PREFEITURA MUNICIPAL DE MARTINS,MARTINS,CADASTRADA,NÃO REGISTRADO,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,HOSPITAL,OBRA,SAÚDE,-6.0855,-37.92233,MARTINS,8218,2407401,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE RECAPEAMENTO ASFÁLTICO NA RUA ANTÔNIO ROSAS, MUNICÍPIO DE VARZEA-RN",497.001.2021,,PREFEITURA MUNICIPAL DE VÁRZEA,VÁRZEA,CADASTRADA,NÃO REGISTRADO,,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.33379,-35.37317,VÁRZEA,5236,2414704,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONTRATACAO DE EMPRESA DE ENGENHARIA PARA OBRA DE PAVIMENTAÇÃO COM PARALELEPÍPEDOS E DRENAGEM SUPERFICIAL DE RUA,373.002.2021,,PREFEITURA MUNICIPAL DE ESPIRITO SANTO,ESPÍRITO SANTO,CADASTRADA,NÃO REGISTRADO,,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.3343,-35.31639,ESPÍRITO SANTO,10475,2403509,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONTRATACAO DE EMPRESA DE ENGENHARIA PARA OBRA DE PAVIMENTAÇÃO COM PARALELEPÍPEDOS E DRENAGEM SUPERFICIAL DE RUA,373.002.2021,,PREFEITURA MUNICIPAL DE ESPIRITO SANTO,ESPÍRITO SANTO,CADASTRADA,NÃO REGISTRADO,,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.3375,-35.32124,ESPÍRITO SANTO,10475,2403509,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE PAVIMENTAÇÃO À PARALELEPÍPEDO NA COMUNIDADE CIPOAL, DESTA CIDADE DE PASSAGEM, RN DE ACORDO COM  ESPECIFICAÇÕES CONSTATNTES NO ANEXO I DO EDITAL.",432.004.2021,,PREFEITURA MUNICIPAL DE PASSAGEM,PASSAGEM,CADASTRADA,NÃO REGISTRADO,,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.26802,-35.3728,PASSAGEM,2895,2409209,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONSTRUÇÃO DE LOMBADAS NAS VIAS DO MUNICÍPIO.,472.003.2021,,PREFEITURA MUNICIPAL DE SERRA DO MEL,SERRA DO MEL,CADASTRADA,NÃO REGISTRADO,,CONSTRUÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO DIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.1702,-37.03922,SERRA DO MEL,10287,2413359,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
CONSTRUÇÃO DE UM CENTRO DE COMERCIALIZAÇÃO DE ARTESANATO,,,PREFEITURA MUNICIPAL DE BOM JESUS,BOM JESUS,PENDENTE DE ENVIO,NÃO REGISTRADO,,CONSTRUÇÃO,TURISMO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-5.98712,-35.58927,BOM JESUS,9440,2401701,2021-07-30 10:33:33,,,0,0,0,,0,0,,0
